Index	VRom Start	VRom End	Filename	Description
368	00E79970	00E7A870	ovl_En_Heishi4	Hyrule guard
369	00E7A870	00E826C0	ovl_En_Zl3	Adult Zelda (Non-Cutscene)
370	00E826C0	00E939B0	ovl_Boss_Ganon2	Ganon
371	00E939B0	00E946F0	ovl_En_Kakasi	Pierre the Scarecrow
372	00E946F0	00E94FB0	ovl_En_Takara_Man	Treasure Chest game man
373	00E94FB0	00E95440	ovl_Obj_Makeoshihiki	Push Block (Has Savepoint?)
374	00E95440	00E96370	ovl_Oceff_Spot	Sun's Song effect
375	00E96370	00E9A4A0	ovl_End_Title	The End message
376	00E9A4A0	00E9A590	ovl_En_Torch	Grotto Treasure Chest
377	00E9A590	00E9DDF0	ovl_Demo_Ec	Ranch NPCs (End Cutscene)
378	00E9DDF0	00E9E4B0	ovl_Shot_Sun	Song of Storms Fairy
379	00E9E4B0	00E9EA30	ovl_En_Dy_Extra	Spiral Beams (Great Fairy Fountains)
380	00E9EA30	00E9F0D0	ovl_En_Wonder_Talk2	Checkable spot, disappears after use
381	00E9F0D0	00EA0A70	ovl_En_Ge2	Patrolling Gerudo
382	00EA0A70	00EA0CC0	ovl_Obj_Roomtimer	Timer
383	00EA0CC0	00EA32B0	ovl_En_Ssh	Cursed Skulltula people
384	00EA32B0	00EA7360	ovl_En_Sth	Uncursed Skulltula People
385	00EA7360	00EA80B0	ovl_Oceff_Wipe	Zelda's Lullaby effect
386	00EA80B0	00EA88E0		
387	00EA88E0	00EA8F50		
388	00EA8F50	00EA9370		
389	00EA9370	00EA9CA0		
390	00EA9CA0	00EAA030		
391	00EAA030	00EAA5E0		
392	00EAA5E0	00EAAAD0		
393	00EAAAD0	00EAAF50		
394	00EAAF50	00EAB4B0		
395	00EAB4B0	00EAB960		
396	00EAB960	00EABBC0		
397	00EABBC0	00EABE50		
398	00EABE50	00EAC520		
399	00EAC520	00EACAB0		
400	00EACAB0	00EAD0F0		
401	00EAD0F0	00EAD490		
402	00EAD490	00EADB60		
403	00EADB60	00EADE90		
404	00EADE90	00EAE3A0		
405	00EAE3A0	00EAE730		
406	00EAE730	00EAEC80		
407	00EAEC80	00EAFC00		
408	00EAFC00	00EB0030		
409	00EB0030	00EB01E0		
410	00EB01E0	00EB1270		
411	00EB1270	00EB16B0		
412	00EB16B0	00EB1EC0		
413	00EB1EC0	00EB25C0		
414	00EB25C0	00EB2D00		
415	00EB2D00	00EB30C0		
416	00EB30C0	00EB3570		
417	00EB3570	00EB3A50		
418	00EB3A50	00EB3FE0		
419	00EB3FE0	00EB4460		
420	00EB4460	00EB45A0		
421	00EB45A0	00EB6140	ovl_Oceff_Storm	Song of Storm's effect
422	00EB6140	00EB7B40	ovl_En_Weiyer	Stinger
423	00EB7B40	00EB7E60	ovl_Bg_Spot05_Soko	2D square texture
424	00EB7E60	00EB84F0	ovl_Bg_Jya_1flift	Stone platform (Defunct?)
425	00EB84F0	00EB8CE0	ovl_Bg_Jya_Haheniron	Black particle fountain (lasts for only a second)
426	00EB8CE0	00EB90F0	ovl_Bg_Spot12_Gate	Gerudo Fortress wooden gate
427	00EB90F0	00EB95B0	ovl_Bg_Spot12_Saku	Gerudo Fortress training area gate
428	00EB95B0	00EBAFE0	ovl_En_Hintnuts	Green Deku Scrub (text seems to vary depending on the area you're in)
429	00EBAFE0	00EBB600	ovl_En_Nutsball	Deku Scrub's Nut Attack
430	00EBB600	00EBB7A0	ovl_Bg_Spot00_Break	Drawbridge (Broken)
431	00EBB7A0	00EBC6B0	ovl_En_Shopnuts	Grounded Sales Scrub
432	00EBC6B0	00EBC840	ovl_En_It	Dampe Game Collectables
433	00EBC840	00EC1BF0	ovl_En_GeldB	Gerudo Fighter
434	00EC1BF0	00EC3360	ovl_Oceff_Wipe2	Epona's Song effect
435	00EC3360	00EC4AB0	ovl_Oceff_Wipe3	Saria's Song effect 
436	00EC4AB0	00EC5580	ovl_En_Niw_Girl	Girl chasing Cucco (Defunct?)
437	00EC5580	00EC6730	ovl_En_Dog	Dog (note: it is possible to make this spawn an infinite number of dogs)
438	00EC6730	00EC6C30	ovl_En_Si	Golden Skulltula token
439	00EC6C30	00EC70F0	ovl_Bg_Spot01_Objects2	Semi-built shooting gallery (Defunct?)
440	00EC70F0	00EC7950	ovl_Obj_Comb	Beehive (graphics glitch in certain areas)
441	00EC7950	00EC7F90	ovl_Bg_Spot11_Bakudankabe	Desert Colossus Bombable Wall (Nayru's Love)
442	00EC7F90	00EC8650	ovl_Obj_Kibako2	Large Crate
443	00EC8650	00EC9370	ovl_En_Dnt_Demo	Trigger for Deku Mask Panel (wear a mask to start the cutscene)
444	00EC9370	00ECA880	ovl_En_Dnt_Jiji	Deku Mask panel Head Judge
445	00ECA880	00ECD680	ovl_En_Dnt_Nomal	Deku Panel
446	00ECD680	00ECE020	ovl_En_Guest	Man in purple pants and white top (may cause crashes in some areas)
447	00ECE020	00ECE240	ovl_Bg_Bom_Guard	Bombchu Bowling Alley Game
448	00ECE240	00ECE820	ovl_En_Hs2	Carpenter's Son (Child Link version)
449	00ECE820	00ECFB00	ovl_Demo_Kekkai	Ganon's Tower magic barrier
450	00ECFB00	00ED01A0	ovl_Bg_Spot08_Bakudankabe	Zora's Fountain Bombable wall
451	00ED01A0	00ED0880	ovl_Bg_Spot17_Bakudankabe	Explodable Crater Wall
452	00ED0880	00ED1050	ovl_Obj_Mure3	Tower of Rupees
453	00ED1050	00ED1720	ovl_En_Tg	Entwined lovers (Honey & Darling)
454	00ED1720	00ED2040	ovl_En_Mu	Haggling townspeople
455	00ED2040	00ED8060	ovl_En_Go2	Gorons
456	00ED8060	00EDC370	ovl_En_Wf	Wolfos
457	00EDC370	00EDDC60	ovl_En_Skb	Hyrule Field Stalchild
458	00EDDC60	00EE1910	ovl_Demo_Gj	Ganon Battle rubble
459	00EE1910	00EE2130	ovl_Demo_Geff	Chunk of stone (non-solid, Ganon's Tower rubble?)
460	00EE2130	00EE2670	ovl_Bg_Gnd_Firemeiro	Sinking lava platform (Ganon's Castle)
461	00EE2670	00EE2E30	ovl_Bg_Gnd_Darkmeiro	Ice block
462	00EE2E30	00EE3690	ovl_Bg_Gnd_Soulmeiro	Web blocked light window
463	00EE3690	00EE3800	ovl_Bg_Gnd_Nisekabe	2D stone wall
464	00EE3800	00EE48F0	ovl_Bg_Gnd_Iceblock	Large square ice block (Defunct?)
465	00EE48F0	00EE6060	ovl_Bg_Ydan_Sp	Webs
466	00EE6060	00EE7790	ovl_En_Gb	Poe collector and surroundings
467	00EE7790	00EE9630	ovl_En_Gs	Gossip stone
468	00EE9630	00EEAB00	ovl_Bg_Mizu_Bwall	Bombable stone wall
469	00EEAB00	00EEB300	ovl_Bg_Mizu_Shutter	Metal gate
470	00EEB300	00EEC6C0	ovl_En_Daiku_Kakariko	Carpenters (Defunct?)
471	00EEC6C0	00EED040	ovl_Bg_Bowl_Wall	Bombchu Bowling alley wall 
472	00EED040	00EED530	ovl_En_Wall_Tubo	Bombchu Bowling Alley Wall 2
473	00EED530	00EEE2F0	ovl_En_Po_Desert	Desert Wasteland Poe Guide
474	00EEE2F0	00EEF990	ovl_En_Crow	Guay
475	00EEF990	00EF0F00	ovl_Door_Killer	Fake door
476	00EF0F00	00EF1630	ovl_Bg_Spot11_Oasis	Desert Colossus Oasis
477	00EF1630	00EF17D0	ovl_Bg_Spot18_Futa	Lid to Goron Jar
478	00EF17D0	00EF1D20	ovl_Bg_Spot18_Shutter	Goron room door
479	00EF1D20	00EF2C90	ovl_En_Ma3	Adult Malon (Ranch)
480	00EF2C90	00EF40F0	ovl_En_Cow	Cow
481	00EF40F0	00EF4920	ovl_Bg_Ice_Turara	Icicles
482	00EF4920	00EF4D90	ovl_Bg_Ice_Shutter	2D Ice bars (for a door?)
483	00EF4D90	00EF54B0	ovl_En_Kakasi2	Green Navi spot
484	00EF54B0	00EF6590	ovl_En_Kakasi3	Bonooru the Scarecrow
485	00EF6590	00EF7570	ovl_Oceff_Wipe4	Song of Time effect
486	00EF7570	00EF7720	ovl_En_Eg	Zelda's Path in Tower Collapse Escape?
487	00EF7720	00EF7870	ovl_Bg_Menkuri_Nisekabe	Circular piece of stone wall
488	00EF7870	00EF9E20	ovl_En_Zo	Zora
489	00EF9E20	00EFA2E0		
490	00EFA2E0	00EFA430	ovl_Obj_Makekinsuta	Skulltula Sprouting from Bean Plant
491	00EFA430	00EFAF80	ovl_En_Ge3	Gerudo giving you membership card
492	00EFAF80	00EFBBC0	ovl_Obj_Timeblock	Time block
493	00EFBBC0	00EFC410	ovl_Obj_Hamishi	Bronze boulder
494	00EFC410	00F00E40	ovl_En_Zl4	Child Zelda
495	00F00E40	00F01C00	ovl_En_Mm2	Running Man (Adult)
496	00F01C00	00F01E70	ovl_Bg_Jya_Block	Young Link Silver Block (Spirit Temple)
497	00F01E70	00F029A0	ovl_Obj_Warp2block	Time Block Spawning Spot (Navi Target)
498	00F03000	00F5ECE0	gameplay_keep	Shared assets for actors
499	00F5F000	00F6C330	gameplay_field_keep	Shared assets for actors outside of dungeons
500	00F6D000	00F84AF0	gameplay_dangeon_keep	Shared assets for actors inside dungeons
501	00F85000	00F85010	gameplay_object_exchange_static	
502	00F86000	00FBD800	object_link_boy	
503	00FBE000	00FEAF80	object_link_child	
504	00FEB000	00FF1000	object_box	
505	00FF1000	01004180	object_human	
506	01005000	01008C80	object_okuta	
507	01009000	0100E0E0	object_poh	
508	0100F000	01019070	object_wallmaster	
509	0101A000	01037530	object_dy_obj	
510	01038000	010398C0	object_firefly	
511	0103A000	01043940	object_dodongo	
512	01044000	010480A0	object_fire	
513	01049000	0104B540	object_niw	
514	0104C000	0104FA30	object_tite	
515	01050000	01051EF0	object_reeba	
516	01052000	01053C90	object_peehat	
517	01054000	010838E0	object_kingdodongo	
518	01084000	01091F10	object_horse	
519	01092000	010A83A0	object_zf	
520	010A9000	010C7200	object_goma	
521	010C8000	010DC3C0	object_zl1	
522	010DD000	010E1220	object_gol	
523	010E2000	010E30C0	object_bubble	
524	010E4000	010E60F0	object_dodojr	
525	010E7000	010EB770	object_torch2	
526	010EC000	010F1850	object_bl	
527	010F2000	010F3CF0	object_tp	
528	010F4000	010F8710	object_oA1	
529	010F9000	010FEBB0	object_st	
530	010FF000	01101260	object_bw	
531	01102000	01105420	object_ei	
532	01106000	0110FFC0	object_horse_normal	
533	01110000	011166B0	object_oB1	
534	01117000	01119150	object_o_anime	
535	0111A000	0111B6C0	object_spot04_objects	
536	0111C000	01124760	object_ddan_objects	
537	01125000	0113CD20	object_hidan_objects	
538	0113D000	01149090	object_horse_ganon	
539	0114A000	0114F6D0	object_oA2	
540	01150000	01151C10	object_spot00_objects	
541	01152000	011661A0	object_mb	
542	01167000	01168A00	object_bombf	
543	01169000	01177800	object_sk2	
544	01178000	0117E810	object_oE1	
545	0117F000	01184060	object_oE_anime	
546	01185000	0118AA70	object_oE2	
547	0118B000	01194080	object_ydan_objects	
548	01195000	011A8000	object_gnd	
549	011A8000	011ADB50	object_am	
550	011AE000	011B19C0	object_dekubaba	
551	011B2000	011B4130	object_oA3	
552	011B5000	011B6730	object_oA4	
553	011B7000	011B86B0	object_oA5	
554	011B9000	011BAA00	object_oA6	
555	011BB000	011BC550	object_oA7	
556	011BD000	011C8AC0	object_jj	
557	011C9000	011CA7B0	object_oA8	
558	011CB000	011CB520	object_oA9	
559	011CC000	011D00E0	object_oB2	
560	011D1000	011D5490	object_oB3	
561	011D6000	011D7870	object_oB4	
562	011D8000	011DF160	object_horse_zelda	
563	011E0000	011E5060	object_opening_demo1	
564	011E6000	011E8CB0	object_warp1	
565	011E9000	011E9640	object_b_heart	
566	011EA000	011ED660	object_dekunuts	
567	011EE000	011F5120	object_oE3	
568	011F6000	011FAFD0	object_oE4	
569	011FB000	01203B10	object_menkuri_objects	
570	01204000	012095C0	object_oE5	
571	0120A000	0120CE50	object_oE6	
572	0120D000	0120FA60	object_oE7	
573	01210000	012133D0	object_oE8	
574	01214000	01216F10	object_oE9	
575	01217000	012199D0	object_oE10	
576	0121A000	0121D1F0	object_oE11	
577	0121E000	012217C0	object_oE12	
578	01222000	01226850	object_vali	
579	01227000	01229EB0	object_oA10	
580	0122A000	0122B5C0	object_oA11	
581	0122C000	01237320	object_mizu_objects	
582	01238000	01248DE0	object_fhg	
583	01249000	01252B50	object_ossan	
584	01253000	012584F0	object_mori_hineri1	
585	01259000	0125AA40	object_Bb	
586	0125B000	01263450	object_toki_objects	
587	01264000	012654F0	object_yukabyun	
588	01266000	01276D80	object_zl2	
589	01277000	01278290	object_mjin	
590	01279000	0127A000	object_mjin_flash	
591	0127A000	0127B000	object_mjin_dark	
592	0127B000	0127C000	object_mjin_flame	
593	0127C000	0127D000	object_mjin_ice	
594	0127D000	0127E000	object_mjin_soul	
595	0127E000	0127F000	object_mjin_wind	
596	0127F000	01280B60	object_mjin_oka	
597	01281000	0129E6B0	object_haka_objects	
598	0129F000	012A1DA0	object_spot06_objects	
599	012A2000	012AAD50	object_ice_objects	
600	012AB000	012AE630	object_relay_objects	
601	012AF000	012B24C0	object_mori_hineri1a	
602	012B3000	012B7400	object_mori_hineri2	
603	012B8000	012BE0B0	object_mori_hineri2a	
604	012BF000	012C7A10	object_mori_objects	
605	012C8000	012D1E00	object_mori_tex	
606	012D2000	012D7600	object_spot08_obj	
607	012D8000	012D8010	object_warp2	
608	012D9000	012DBFE0	object_hata	
609	012DC000	012DE1A0	object_bird	
610	012DF000	012E77D0	object_wood02	
611	012E8000	012E9F40	object_lightbox	
612	012EA000	012EB600	object_pu_box	
613	012EC000	012EE3E0	object_trap	
614	012EF000	012F0590	object_vase	
615	012F1000	01303230	object_im	
616	01304000	013123F0	object_ta	
617	01313000	0131EE50	object_tk	
618	0131F000	0133BB20	object_xc	
619	0133C000	0133FF70	object_vm	
620	01340000	0135DDB0	object_bv	
621	0135E000	01364AF0	object_hakach_objects	
622	01365000	01365AA0	object_efc_crystal_light	
623	01366000	01366D00	object_efc_fire_ball	
624	01367000	01367010	object_efc_flash	
625	01368000	013692D0	object_efc_lgt_shower	
626	0136A000	0136B7D0	object_efc_star_field	
627	0136C000	01370350	object_god_lgt	
628	01371000	01372280	object_light_ring	
629	01373000	01375910	object_triforce_spot	
630	01376000	0137B140	object_medal	
631	0137C000	01388D10	object_bdan_objects	
632	01389000	013956E0	object_sd	
633	01396000	013A4FF0	object_rd	
634	013A5000	013B33C0	object_po_sisters	
635	013B4000	013B5AE0	object_heavy_object	
636	013B6000	013C7A00	object_gndd	
637	013C8000	013D8270	object_fd	
638	013D9000	013EB630	object_du	
639	013EC000	013F3DE0	object_fw	
640	013F4000	013FCB20	object_horse_link_child	
641	013FD000	01413620	object_spot02_objects	
642	01414000	01415460	object_haka	
643	01416000	01429A80	object_ru1	
644	0142A000	0142DC90	object_syokudai	
645	0142E000	0143FA90	object_fd2	
646	01440000	014490C0	object_dh	
647	0144A000	01451B50	object_rl	
648	01452000	014532F0	object_efc_tw	
649	01454000	01454010	object_demo_tre_lgt	
650	01455000	01455A20	object_gi_key	
651	01456000	01457D00	object_mir_ray	
652	01458000	01459AA0	object_brob	
653	0145A000	0145D680	object_gi_jewel	
654	0145E000	01476890	object_spot09_obj	
655	01477000	01483A10	object_spot18_obj	
656	01484000	0148B5C0	object_bdoor	
657	0148C000	0148D830	object_spot17_obj	
658	0148E000	01491A20	object_shop_dungen	
659	01492000	014AA1E0	object_nb	
660	014AB000	014B2C70	object_mo	
661	014B3000	014B5CA0	object_sb	
662	014B6000	014B6D20	object_gi_melody	
663	014B7000	014B71F0	object_gi_heart	
664	014B8000	014B8D10	object_gi_compass	
665	014B9000	014BA010	object_gi_bosskey	
666	014BB000	014C0370	object_gi_medal	
667	014C1000	014C21C0	object_gi_nuts	
668	014C3000	014D8230	object_sa	
669	014D9000	014DA7B0	object_gi_hearts	
670	014DB000	014DBCB0	object_gi_arrowcase	
671	014DC000	014DCE60	object_gi_bombpouch	
672	014DD000	014F5C50	object_in	
673	014F6000	01508E30	object_tr	
674	01509000	0150A500	object_spot16_obj	
675	0150B000	01511560	object_oE1s	
676	01512000	01516E00	object_oE4s	
677	01517000	01521640	object_os_anime	
678	01522000	015228F0	object_gi_bottle	
679	01523000	015236C0	object_gi_stick	
680	01524000	01525160	object_gi_map	
681	01526000	015365A0	object_oF1d_map	
682	01537000	015468D0	object_ru2	
683	01547000	01547D50	object_gi_shield_1	
684	01548000	0154B510	object_dekujr	
685	0154C000	0154D1D0	object_gi_magicpot	
686	0154E000	0154ECB0	object_gi_bomb_1	
687	0154F000	015578A0	object_oF1s	
688	01558000	01561EF0	object_ma2	
689	01562000	01563B70	object_gi_purse	
690	01564000	0156EF70	object_hni	
691	0156F000	015A8BB0	object_tw	
692	015A9000	015A9E00	object_rr	
693	015AA000	015ACBF0	object_bxa	
694	015AD000	015B09A0	object_anubice	
695	015B1000	015B2340	object_gi_gerudo	
696	015B3000	015B4B10	object_gi_arrow	
697	015B5000	015B56A0	object_gi_bomb_2	
698	015B6000	015B7320	object_gi_egg	
699	015B8000	015B8DF0	object_gi_scale	
700	015B9000	015BA070	object_gi_shield_2	
701	015BB000	015BC560	object_gi_hookshot	
702	015BD000	015BDBB0	object_gi_ocarina	
703	015BE000	015BF470	object_gi_milk	
704	015C0000	015C8D80	object_ma1	
705	015C9000	015D9100	object_ganon	
706	015DA000	015F37B0	object_sst	
707	015F4000	015F6170	object_ny	
708	015F7000	016024B0	object_fr	
709	01603000	01603C60	object_gi_pachinko	
710	01604000	01604DA0	object_gi_boomerang	
711	01605000	01605D30	object_gi_bow	
712	01606000	01607180	object_gi_glasses	
713	01608000	016098D0	object_gi_liquid	
714	0160A000	01611700	object_ani	
715	01612000	01615BA0	object_demo_6k	
716	01616000	016172C0	object_gi_shield_3	
717	01618000	01618E00	object_gi_letter	
718	01619000	0161AD00	object_spot15_obj	
719	0161B000	01637140	object_jya_obj	
720	01638000	01639860	object_gi_clothes	
721	0163A000	0163A8C0	object_gi_bean	
722	0163B000	0163B950	object_gi_fish	
723	0163C000	0163CB80	object_gi_saw	
724	0163D000	0163DCC0	object_gi_hammer	
725	0163E000	0163EC10	object_gi_grass	
726	0163F000	0163F8C0	object_gi_longsword	
727	01640000	01642490	object_spot01_objects	
728	01643000	0164D150	object_md	
729	0164E000	016539C0	object_km1	
730	01654000	0165A8E0	object_kw1	
731	0165B000	01667040	object_zo	
732	01668000	016706E0	object_kz	
733	01671000	01672470	object_umajump	
734	01673000	016734C0	object_masterkokiri	
735	01674000	01676CA0	object_masterkokirihead	
736	01677000	01677110	object_mastergolon	
737	01678000	016787A0	object_masterzoora	
738	01679000	0167E6B0	object_aob	
739	0167F000	0169F5D0	object_ik	
740	016A0000	016A59B0	object_ahg	
741	016A6000	016A89D0	object_cne	
742	016A9000	016AA9F0	object_gi_niwatori	
743	016AB000	016B3E30	object_skj	
744	016B4000	016B4C80	object_gi_bottle_letter	
745	016B5000	016B9190	object_bji	
746	016BA000	016BE290	object_bba	
747	016BF000	016BFC10	object_gi_ocarina_0	
748	016C0000	016C4780	object_ds	
749	016C5000	016CBFB0	object_ane	
750	016CC000	016D1CC0	object_boj	
751	016D2000	016D3660	object_spot03_object	
752	016D4000	016DAD30	object_spot07_object	
753	016DB000	016DE4D0	object_fz	
754	016DF000	016E3F20	object_bob	
755	016E4000	016EE4B0	object_ge1	
756	016EF000	016EFE50	object_yabusame_point	
757	016F0000	016F1BC0	object_gi_boots_2	
758	016F2000	016F2AC0	object_gi_seed	
759	016F3000	016F4280	object_gnd_magic	
760	016F5000	016F6390	object_d_elevator	
761	016F7000	016F8760	object_d_hsblock	
762	016F9000	016FA800	object_d_lift	
763	016FB000	016FD6E0	object_mamenoki	
764	016FE000	016FF8A0	object_goroiwa	
765	01700000	01707160	object_toryo	
766	01708000	01710870	object_daiku	
767	01711000	01711DA0	object_nwc	
768	01712000	01725890	object_blkobj	
769	01726000	017262D0	object_gm	
770	01727000	0172ADD0	object_ms	
771	0172B000	01731270	object_hs	
772	01732000	017331F0	object_ingate	
773	01734000	01736420	object_lightswitch	
774	01737000	01737380	object_kusa	
775	01738000	017399F0	object_tsubo	
776	0173A000	0173B960	object_gi_gloves	
777	0173C000	0173C850	object_gi_coin	
778	0173D000	0173E7B0	object_kanban	
779	0173F000	017405F0	object_gjyo_objects	
780	01741000	017510C0	object_owl	
781	01752000	01757E00	object_mk	
782	01758000	0175ECA0	object_fu	
783	0175F000	0175FDF0	object_gi_ki_tan_mask	
784	01760000	01760A90	object_gi_redead_mask	
785	01761000	01761CE0	object_gi_skj_mask	
786	01762000	01762F00	object_gi_rabit_mask	
787	01763000	01764860	object_gi_truth_mask	
788	01765000	01766170	object_ganon_objects	
789	01767000	01767DB0	object_siofuki	
790	01768000	01768A80	object_stream	
791	01769000	01771070	object_mm	
792	01772000	01775B90	object_fa	
793	01776000	0177A670	object_os	
794	0177B000	0177B970	object_gi_eye_lotion	
795	0177C000	0177CB80	object_gi_powder	
796	0177D000	0177DCD0	object_gi_mushroom	
797	0177E000	0177F2A0	object_gi_ticketstone	
798	01780000	01780990	object_gi_brokensword	
799	01781000	01786F30	object_js	
800	01787000	0178F550	object_cs	
801	01790000	01790C20	object_gi_prescription	
802	01791000	01791BF0	object_gi_bracelet	
803	01792000	017924D0	object_gi_soldout	
804	01793000	01794110	object_gi_frog	
805	01795000	017B4440	object_mag	
806	017B5000	017B59A0	object_door_gerudo	
807	017B6000	017C95F0	object_gt	
808	017CA000	017CC8F0	object_efc_erupc	
809	017CD000	017D8610	object_zl2_anime1	
810	017D9000	017E3AE0	object_zl2_anime2	
811	017E4000	017E57B0	object_gi_golonmask	
812	017E6000	017E7630	object_gi_zoramask	
813	017E8000	017E9400	object_gi_gerudomask	
814	017EA000	0181E7F0	object_ganon2	
815	0181F000	018257C0	object_ka	
816	01826000	0182AFF0	object_ts	
817	0182B000	0182C200	object_zg	
818	0182D000	0182EE70	object_gi_hoverboots	
819	0182F000	0182FE80	object_gi_m_arrow	
820	01830000	01834270	object_ds2	
821	01835000	01841930	object_ec	
822	01842000	018575F0	object_fish	
823	01858000	01858650	object_gi_sutaru	
824	01859000	01859C50	object_gi_goddess	
825	0185A000	0185FC00	object_ssh	
826	01860000	01866BD0	object_bigokuta	
827	01867000	0186E2C0	object_bg	
828	0186F000	018702F0	object_spot05_objects	
829	01871000	018733C0	object_spot12_obj	
830	01874000	01874B00	object_bombiwa	
831	01875000	01878140	object_hintnuts	
832	01879000	0187D880	object_rs	
833	0187E000	0187FE20	object_spot00_break	
834	01880000	01889EF0	object_gla	
835	0188A000	0188E590	object_shopnuts	
836	0188F000	0189A6F0	object_geldb	
837	0189B000	018A4C90	object_gr	
838	018A5000	018AC2A0	object_dog	
839	018AD000	018AF660	object_jya_iron	
840	018B0000	018B2280	object_jya_door	
841	018B3000	018B3010		
842	018B4000	018B5A90	object_spot11_obj	
843	018B6000	018B70C0	object_kibako2	
844	018B8000	018BB7D0	object_dns	
845	018BC000	018BEE30	object_dnk	
846	018BF000	018BFFE0	object_gi_fire	
847	018C0000	018C0BF0	object_gi_insect	
848	018C1000	018C1BD0	object_gi_butterfly	
849	018C2000	018C2DB0	object_gi_ghost	
850	018C3000	018C3FB0	object_gi_soul	
851	018C4000	018C74F0	object_bowl	
852	018C8000	018CEA40	object_po_field	
853	018CF000	018DDD10	object_demo_kekkai	
854	018DE000	018DF050	object_efc_doughnut	
855	018E0000	018E1050	object_gi_dekupouch	
856	018E2000	018EDC40	object_ganon_anime1	
857	018EE000	018FE530	object_ganon_anime2	
858	018FF000	019137F0	object_ganon_anime3	
859	01914000	01914800	object_gi_rupy	
860	01915000	01918C90	object_spot01_matoya	
861	01919000	0191B1E0	object_spot01_matoyab	
862	0191C000	01922FA0	object_po_composer	
863	01923000	0192DE50	object_mu	
864	0192E000	01938500	object_wf	
865	01939000	0193D810	object_skb	
866	0193E000	01948720	object_gj	
867	01949000	01949FB0	object_geff	
868	0194A000	0194D970	object_haka_door	
869	0194E000	0194EA80	object_gs	
870	0194F000	0195B900	object_ps	
871	0195C000	0195D150	object_bwall	
872	0195E000	0195F0D0	object_crow	
873	01960000	01964EB0	object_cow	
874	01965000	01967210	object_cob	
875	01968000	01968D20	object_gi_sword_1	
876	01969000	0196ABE0	object_door_killer	
877	0196B000	0196B970	object_ouke_haka	
878	0196C000	0196CB60	object_timeblock	
879	0196D000	01989E20	object_zl4	
880	0198A000	0198BB00	g_pn_01	
881	0198C000	0198DB00	g_pn_02	
882	0198E000	0198FB00	g_pn_03	
883	01990000	01991B00	g_pn_04	
884	01992000	01993B00	g_pn_05	
885	01994000	01995B00	g_pn_06	
886	01996000	01997B00	g_pn_07	
887	01998000	01999B00	g_pn_08	
888	0199A000	0199BB00	g_pn_09	
889	0199C000	0199DB00	g_pn_10	
890	0199E000	0199FB00	g_pn_11	
891	019A0000	019A1B00	g_pn_12	
892	019A2000	019A3B00	g_pn_13	
893	019A4000	019A5B00	g_pn_14	
894	019A6000	019A7B00	g_pn_15	
895	019A8000	019A9B00	g_pn_16	
896	019AA000	019ABB00	g_pn_17	
897	019AC000	019ADB00	g_pn_18	
898	019AE000	019AFB00	g_pn_19	
899	019B0000	019B1B00	g_pn_20	
900	019B2000	019B3B00	g_pn_21	
901	019B4000	019B5B00	g_pn_22	
902	019B6000	019B7B00	g_pn_23	
903	019B8000	019B9B00	g_pn_24	
904	019BA000	019BBB00	g_pn_25	
905	019BC000	019BDB00	g_pn_26	
906	019BE000	019BFB00	g_pn_27	
907	019C0000	019C1B00	g_pn_28	
908	019C2000	019C3B00	g_pn_29	
909	019C4000	019C5B00	g_pn_30	
910	019C6000	019C7B00	g_pn_31	
911	019C8000	019C9B00	g_pn_32	
912	019CA000	019CBB00	g_pn_33	
913	019CC000	019CDB00	g_pn_34	
914	019CE000	019CFB00	g_pn_35	
915	019D0000	019D1B00	g_pn_36	
916	019D2000	019D3B00	g_pn_37	
917	019D4000	019D5B00	g_pn_38	
918	019D6000	019D7B00	g_pn_39	
919	019D8000	019D9B00	g_pn_40	
920	019DA000	019DBB00	g_pn_41	
921	019DC000	019DDB00	g_pn_42	
922	019DE000	019DFB00	g_pn_43	
923	019E0000	019E1B00	g_pn_44	
924	019E2000	019E3B00	g_pn_45	
925	019E4000	019E5B00	g_pn_46	
926	019E6000	019E7B00	g_pn_47	
927	019E8000	019E9B00	g_pn_48	
928	019EA000	019EBB00	g_pn_49	
929	019EC000	019EDB00	g_pn_50	
930	019EE000	019EFB00	g_pn_51	
931	019F0000	019F1B00	g_pn_52	
932	019F2000	019F3B00	g_pn_53	
933	019F4000	019F5B00	g_pn_54	
934	019F6000	019F7B00	g_pn_55	
935	019F8000	019F9B00	g_pn_56	
936	019FA000	019FBB00	g_pn_57	
937	019FC000	019FE200	z_select_static	
938	019FF000	01A01E50	nintendo_rogo_static	
939	01A02000	01A3B5C0	title_static	File Select textures
940	01A3C000	01A3FB00	parameter_static	Static UI textures (hud hearts, c-buttons for songs)
941	01A40000	01A4C000	vr_fine0_static	Skybox at Sunrise
942	01A4C000	01A4C100	vr_fine0_pal_static	Color palette for skybox vr_fine0
943	01A4D000	01A59000	vr_fine1_static	Skybox at Daytime
944	01A59000	01A59100	vr_fine1_pal_static	Color palette for skybox vr_fine1
945	01A5A000	01A66000	vr_fine2_static	Skybox at Dusk
946	01A66000	01A66100	vr_fine2_pal_static	Color palette for skybox vr_fine2
947	01A67000	01A73000	vr_fine3_static	Skybox at Night
948	01A73000	01A73100	vr_fine3_pal_static	Color palette for skybox vr_fine3
949	01A74000	01A80000	vr_cloud0_static	
950	01A80000	01A80100	vr_cloud0_pal_static	
951	01A81000	01A8D000	vr_cloud1_static	
